s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
550,2026-03-08_08:42:51.735,-1.025044,-0.009394,0.033184,1.25125,-1.61875,-0.91875
551,2026-03-08_08:42:51.838,-1.020347,-0.017446,0.038918,1.575,-1.77625,-0.945
552,2026-03-08_08:42:51.940,-1.027972,-0.016348,0.016653,1.61875,-1.715,-0.8225
553,2026-03-08_08:42:52.042,-1.017358,-0.017141,0.01037,0.63,-1.75,-0.84
554,2026-03-08_08:42:52.144,-1.006744,-0.024156,0.035014,1.05,-1.82,-0.8225
555,2026-03-08_08:42:52.246,-1.018151,-0.020435,0.018239,1.7325,-1.715,-0.8575
556,2026-03-08_08:42:52.347,-1.011441,-0.017202,0.003721,1.32125,-1.81125,-0.84
557,2026-03-08_08:42:52.449,-1.030473,-0.010614,0.005856,0.63,-1.6625,-0.875
558,2026-03-08_08:42:52.551,-1.02297,-0.015006,0.034892,1.02375,-1.74125,-0.77
559,2026-03-08_08:42:52.653,-1.016321,-0.008662,0.028182,1.54875,-1.8025,-0.9275
560,2026-03-08_08:42:52.755,-1.017236,-0.015616,0.005673,0.945,-1.785,-0.9625
561,2026-03-08_08:42:52.857,-1.00772,-0.017324,0.013359,0.62125,-1.79375,-0.81375
562,2026-03-08_08:42:52.959,-1.007354,-0.022082,0.038552,1.39125,-1.68875,-0.90125
563,2026-03-08_08:42:53.062,-1.007049,-0.020618,0.032513,1.4525,-1.7675,-1.02375
564,2026-03-08_08:42:53.164,-1.022299,-0.011285,0.01159,0.56875,-1.715,-0.98875
565,2026-03-08_08:42:53.266,-1.023275,-0.013847,0.022143,0.875,-1.67125,-0.76125
566,2026-03-08_08:42:53.368,-1.024983,-0.012871,0.041968,1.1725,-1.645,-0.88375
567,2026-03-08_08:42:53.470,-1.0187,-0.015372,0.012261,0.98875,-1.74125,-0.86625
568,2026-03-08_08:42:53.572,-1.003084,-0.012627,0.008967,0.77875,-1.68,-0.84
569,2026-03-08_08:42:53.674,-1.019981,-0.02074,0.03111,0.9275,-1.88125,-0.86625
570,2026-03-08_08:42:53.776,-1.00284,-0.019886,0.032269,1.39125,-1.855,-1.04125
571,2026-03-08_08:42:53.878,-1.024495,-0.017995,0.001281,1.33875,-1.74125,-0.84875
572,2026-03-08_08:42:53.982,-1.014674,-0.016409,0.002074,1.05,-1.70625,-0.875
573,2026-03-08_08:42:54.083,-1.018273,-0.005551,-0.000244,0.44625,-1.7675,-1.09375
574,2026-03-08_08:42:54.185,-1.01992,-0.014396,0.0183,0.88375,-1.75,-0.8225
575,2026-03-08_08:42:54.287,-1.027484,-0.00793,0.022265,1.05875,-1.8025,-0.8575
576,2026-03-08_08:42:54.389,-1.022726,-0.015494,0.019764,1.65375,-1.74125,-0.8575
577,2026-03-08_08:42:54.491,-1.023092,-0.020069,0.015128,1.33875,-1.88125,-0.7525
578,2026-03-08_08:42:54.593,-1.02175,-0.017324,0.034221,1.0325,-1.785,-0.7875
579,2026-03-08_08:42:54.695,-1.000705,-0.020496,0.024705,1.12875,-1.68875,-0.83125
580,2026-03-08_08:42:54.796,-1.015833,-0.018666,0.021289,1.79375,-1.6275,-0.95375
581,2026-03-08_08:42:54.900,-1.006622,-0.022082,0.021716,1.5225,-1.81125,-0.90125
582,2026-03-08_08:42:55.002,-1.02358,-0.01159,0.002135,0.5075,-1.7325,-1.015
583,2026-03-08_08:42:55.103,-1.029009,-0.018361,0.018239,0.49875,-1.79375,-0.90125
584,2026-03-08_08:42:55.206,-1.028277,-0.009211,0.030195,0.84,-1.8375,-0.86625
585,2026-03-08_08:42:55.308,-1.026813,-0.019398,0.016653,1.40875,-1.67125,-0.84875
586,2026-03-08_08:42:55.410,-1.019249,-0.010248,0.009272,1.05,-1.7325,-0.90125
587,2026-03-08_08:42:55.512,-1.007842,-0.01586,-0.003172,0.63875,-1.6275,-0.83125
588,2026-03-08_08:42:55.613,-1.008635,-0.020313,0.025437,0.945,-1.65375,-0.875
589,2026-03-08_08:42:55.716,-1.008269,-0.018239,0.022509,1.46125,-1.58375,-0.875
590,2026-03-08_08:42:55.818,-1.015467,-0.020008,0.011773,1.3475,-1.70625,-0.91
591,2026-03-08_08:42:55.920,-1.021994,-0.009699,-0.002013,0.5775,-1.785,-0.945
592,2026-03-08_08:42:56.022,-1.018029,-0.014701,0.029219,1.1375,-1.67125,-0.90125
593,2026-03-08_08:42:56.125,-1.020774,-0.009272,0.030317,1.53125,-1.7675,-0.805
594,2026-03-08_08:42:56.226,-1.030534,-0.018422,0.007198,1.16375,-1.74125,-0.74375
595,2026-03-08_08:42:56.328,-1.000339,-0.01464,0.005551,0.65625,-1.75,-0.98
596,2026-03-08_08:42:56.432,-1.012966,-0.021899,0.026352,0.8575,-1.79375,-0.83125
597,2026-03-08_08:42:56.537,-1.011075,-0.02074,0.020801,0.7875,-1.5925,-0.9275
598,2026-03-08_08:42:56.638,-1.010526,-0.0183,0.022143,1.46125,-1.75875,-0.84
599,2026-03-08_08:42:56.740,-1.013515,-0.01952,0.007747,1.21625,-1.8025,-0.9975
600,2026-03-08_08:42:56.843,-1.026813,-0.011956,0.007259,0.48125,-1.84625,-0.9275
601,2026-03-08_08:42:56.945,-1.021689,-0.008479,0.012322,0.27125,-1.785,-0.93625
602,2026-03-08_08:42:57.047,-1.021567,-0.010065,0.039345,1.225,-1.67125,-0.91875
603,2026-03-08_08:42:57.149,-1.021628,-0.01708,0.021533,1.61,-1.75875,-0.84875
604,2026-03-08_08:42:57.251,-1.022726,-0.008662,-0.010919,1.12,-1.8025,-0.7875
605,2026-03-08_08:42:57.353,-1.008635,-0.015189,-0.009882,0.4025,-1.68,-0.77875
606,2026-03-08_08:42:57.454,-1.007232,-0.024888,0.026047,0.93625,-1.82,-0.88375
607,2026-03-08_08:42:57.556,-1.010648,-0.020923,0.017995,1.645,-1.68875,-0.88375
608,2026-03-08_08:42:57.657,-1.012295,-0.017202,0.006893,1.05,-1.68875,-0.86625
609,2026-03-08_08:42:57.760,-1.023763,-0.005917,-0.005673,0.37625,-1.70625,-0.91875
610,2026-03-08_08:42:57.862,-1.01687,-0.012932,0.029951,1.3125,-1.72375,-0.91
611,2026-03-08_08:42:57.964,-1.01199,-0.010736,0.023119,1.53125,-1.75875,-0.9975
612,2026-03-08_08:42:58.066,-1.025532,-0.017751,0.004697,1.575,-1.74125,-0.81375
613,2026-03-08_08:42:58.168,-1.011746,-0.017629,0.007137,0.84875,-1.77625,-0.81375
614,2026-03-08_08:42:58.272,-1.01931,-0.012993,0.00061,0.42875,-1.75,-0.84875
615,2026-03-08_08:42:58.374,-1.010953,-0.021716,0.033611,0.9625,-1.785,-0.88375
616,2026-03-08_08:42:58.476,-1.007293,-0.019581,0.029829,1.1725,-1.95125,-0.86625
617,2026-03-08_08:42:58.578,-0.996191,-0.020374,0.031232,1.785,-1.81125,-0.9975
618,2026-03-08_08:42:58.681,-1.025898,-0.017507,0.005978,1.5575,-1.65375,-0.97125
619,2026-03-08_08:42:58.784,-1.015345,-0.015921,0.005978,0.5075,-1.6625,-0.86625
620,2026-03-08_08:42:58.886,-1.013698,-0.005673,0.002623,0.63,-1.715,-0.9975
621,2026-03-08_08:42:58.989,-1.020225,-0.01403,0.032086,1.3125,-1.855,-0.93625
622,2026-03-08_08:42:59.091,-1.019493,-0.002684,0.033367,1.015,-1.7325,-0.81375
623,2026-03-08_08:42:59.193,-1.053775,0.039162,0.03233,1.4525,-1.8725,-0.3325
624,2026-03-08_08:42:59.295,-1.015345,0.055388,0.004209,-0.385,-1.8025,-0.48125
625,2026-03-08_08:42:59.397,-1.005524,0.040931,0.046726,1.365,-1.84625,-0.58625
626,2026-03-08_08:42:59.499,-1.021384,0.03172,0.059536,1.9425,-1.715,-0.77
627,2026-03-08_08:42:59.601,-1.019188,0.040809,0.010309,1.39125,-1.995,-0.98
628,2026-03-08_08:42:59.703,-1.025959,0.034282,0.054107,1.40875,-1.98625,-0.9275
629,2026-03-08_08:42:59.804,-1.025166,0.02074,0.058743,2.94,-1.7675,-1.04125
630,2026-03-08_08:42:59.906,-1.01504,0.022326,0.00488,1.60125,-1.645,-1.0325
631,2026-03-08_08:43:00.009,-1.020347,0.019032,0.046543,3.64875,-1.82875,-1.1375
632,2026-03-08_08:43:00.112,-1.014125,0.042944,0.041114,3.955,-2.59,-1.1725
633,2026-03-08_08:43:00.214,-0.995276,0.063379,0.086376,6.3,-3.71875,-1.54
634,2026-03-08_08:43:00.316,-1.009306,0.031964,0.054839,5.5125,-2.8875,-1.8025
635,2026-03-08_08:43:00.417,-1.023092,-0.019215,0.152744,7.2975,-1.23375,-1.72375
636,2026-03-08_08:43:00.520,-1.001986,0.012322,0.093696,8.575,-0.2275,-1.435
637,2026-03-08_08:43:00.622,-0.996008,0.034465,0.066429,8.96,1.25125,-0.9975
638,2026-03-08_08:43:00.725,-1.002047,0.016836,0.072834,10.115,1.81125,-1.2425
639,2026-03-08_08:43:00.827,-1.053958,0.000427,0.051362,11.8825,0.21875,-1.40875
640,2026-03-08_08:43:00.929,-1.057008,-0.004331,0.042639,12.15375,-0.9275,-0.81375
641,2026-03-08_08:43:01.032,-1.043405,0.006405,0.029768,12.775,-2.695,-0.175
642,2026-03-08_08:43:01.134,-0.997411,-0.022692,0.068137,14.14,-1.435,-0.2975
643,2026-03-08_08:43:01.236,-0.996191,-0.048617,0.068076,13.93,-0.79625,-0.39375
644,2026-03-08_08:43:01.338,-1.021811,-0.025559,0.039528,14.72625,-0.2975,0.13125
645,2026-03-08_08:43:01.440,-1.004365,0.011956,0.042883,16.17,-1.0325,-0.4375
646,2026-03-08_08:43:01.542,-1.008269,-0.008418,0.013054,14.04375,-1.855,-0.84875
647,2026-03-08_08:43:01.643,-1.011868,-0.032025,0.033123,15.86375,-2.59875,-0.8925
648,2026-03-08_08:43:01.745,-1.030961,-0.034831,0.069479,16.79125,-3.255,-1.4525
649,2026-03-08_08:43:01.847,-1.0065,0.006039,0.020984,16.651251,-3.2025,-1.61875
650,2026-03-08_08:43:01.949,-0.98637,-0.009821,0.063806,16.047501,-2.905,-1.28625
651,2026-03-08_08:43:02.052,-0.993629,-0.041358,0.058621,15.18125,-2.12625,-1.46125
652,2026-03-08_08:43:02.154,-1.025349,-0.034526,0.026901,15.75,-0.945,-0.81375
653,2026-03-08_08:43:02.256,-0.991372,-0.023241,0.055144,16.73,-0.77875,-0.91875
654,2026-03-08_08:43:02.358,-1.031571,-0.009455,0.058621,17.325001,-1.46125,-0.51625
655,2026-03-08_08:43:02.460,-1.008391,-0.009638,0.050508,16.764999,-2.345,-1.11125
656,2026-03-08_08:43:02.561,-1.01992,-0.016165,0.053436,17.77125,-2.73875,-1.1025
657,2026-03-08_08:43:02.663,-1.007049,0.003782,0.082167,19.424999,-5.13625,0.385
658,2026-03-08_08:43:02.765,-0.975817,0.032635,0.128893,17.955,-5.285,-1.155
659,2026-03-08_08:43:02.866,-1.017053,0.017934,0.132614,19.46875,-1.89875,-2.6425
660,2026-03-08_08:43:02.968,-1.053409,-0.032574,0.192699,21.74375,-0.8575,-1.93375
661,2026-03-08_08:43:03.070,-1.014674,0.002745,0.120414,21.18375,-0.665,-1.7675
662,2026-03-08_08:43:03.172,-1.010831,-0.001281,0.130235,21.42,0.6125,-1.26
663,2026-03-08_08:43:03.275,-1.052067,-0.000366,0.145912,24.115,0.23625,-0.48125
664,2026-03-08_08:43:03.377,-1.00223,0.028914,0.059902,22.793751,0.245,-0.60375
665,2026-03-08_08:43:03.478,-1.042856,0.019337,0.092049,23.205,-2.40625,-1.21625
666,2026-03-08_08:43:03.580,-0.99125,0.038613,0.090158,25.856251,-3.6925,-0.51625
667,2026-03-08_08:43:03.681,-0.984906,0.043737,0.192089,26.285,-4.2875,-0.74375
668,2026-03-08_08:43:03.783,-0.940559,-0.009577,0.060512,23.89625,2.38,1.365
669,2026-03-08_08:43:03.885,-0.998753,-0.018544,0.168116,30.283751,-0.28875,1.4
670,2026-03-08_08:43:03.986,-1.028826,0.085522,0.048678,25.54125,2.065,0.34125
671,2026-03-08_08:43:04.088,-1.047553,-0.009211,0.136579,28.18375,-0.28,-1.295
672,2026-03-08_08:43:04.190,-0.989298,0.030866,0.00122,25.549999,-3.815,-1.95125
673,2026-03-08_08:43:04.291,-1.032425,0.08052,0.135359,26.643749,-5.78375,-2.52875
674,2026-03-08_08:43:04.393,-0.959835,-0.033306,0.177998,28.56875,-0.84875,-3.10625
675,2026-03-08_08:43:04.494,-1.018517,-0.011285,0.057218,21.9275,0.665,-4.025
676,2026-03-08_08:43:04.595,-1.083238,0.066734,-0.106384,21.315001,0.48125,-3.92
677,2026-03-08_08:43:04.697,-1.006073,0.13603,0.038064,16.108749,-3.675,-3.7625
678,2026-03-08_08:43:04.800,-0.974353,0.081618,0.098637,17.71875,-2.1,-1.995
679,2026-03-08_08:43:04.903,-1.08885,0.188856,0.081191,15.3125,-1.645,-1.505
680,2026-03-08_08:43:05.005,-1.024922,0.297009,-0.067283,14.90125,0.455,-1.74125
681,2026-03-08_08:43:05.107,-1.001132,0.271145,-0.040016,11.50625,0.74375,-2.6425
682,2026-03-08_08:43:05.208,-0.950563,0.227469,-0.029524,10.8325,-0.525,-3.3075
683,2026-03-08_08:43:05.311,-0.997838,0.173301,-0.078568,4.96125,-2.28375,-5.705
684,2026-03-08_08:43:05.412,-1.04615,0.162382,-0.094489,4.3925,-1.79375,-2.44125
685,2026-03-08_08:43:05.513,-0.961055,0.162748,0.000488,1.93375,0.2625,-0.88375
686,2026-03-08_08:43:05.615,-1.00894,0.099125,-0.154757,-4.45375,-0.60375,-2.84375
687,2026-03-08_08:43:05.716,-1.054141,0.047397,-0.257786,-0.245,-1.21625,-4.10375
688,2026-03-08_08:43:05.818,-1.066219,0.002135,-0.179706,-8.26875,-5.50375,-4.3575
689,2026-03-08_08:43:05.921,-1.067683,0.065453,0.01647,-5.74875,-5.06625,-0.9625
690,2026-03-08_08:43:06.022,-0.891698,0.028609,0.206912,1.5925,-5.87125,-0.86625
691,2026-03-08_08:43:06.124,-1.030046,0.214049,0.015738,-5.17125,-0.8225,0.9275
692,2026-03-08_08:43:06.225,-0.88023,0.10736,0.036722,-1.19875,0.41125,0.65625
693,2026-03-08_08:43:06.327,-1.121912,0.102785,0.136335,6.65875,-0.07,-0.06125
694,2026-03-08_08:43:06.429,-1.05469,0.124684,0.028853,-4.62,0.81375,-1.18125
695,2026-03-08_08:43:06.531,-0.97966,0.073871,-0.157807,-2.28375,-1.30375,-0.67375
696,2026-03-08_08:43:06.632,-1.075308,-0.018483,0.024827,1.785,-1.9075,-0.37625
697,2026-03-08_08:43:06.733,-1.032852,0.037149,-0.19459,-8.18125,-2.1175,0.1925
698,2026-03-08_08:43:06.834,-0.965935,0.0732,-0.128893,2.23125,-1.505,0.09625
699,2026-03-08_08:43:06.936,-1.075613,-0.025681,0.098942,4.57625,3.70125,-1.2775
700,2026-03-08_08:43:07.037,-1.047126,-0.066429,-0.106933,-4.62875,0.2975,-1.28625
701,2026-03-08_08:43:07.139,-0.991006,0.001952,-0.110166,2.47625,-3.675,1.0675
702,2026-03-08_08:43:07.241,-1.02175,-0.050142,-0.209901,-7.6475,-1.9075,-1.02375
703,2026-03-08_08:43:07.343,-0.901153,-0.170922,0.223687,-1.49625,-2.65125,-0.945
704,2026-03-08_08:43:07.444,-0.988932,-0.16531,0.136518,-4.76,1.00625,-2.03875
705,2026-03-08_08:43:07.546,-0.979843,0.021777,-0.321348,-11.62,-0.3325,-3.7625
706,2026-03-08_08:43:07.647,-1.037305,-0.062098,0.071065,-3.0975,3.35125,-3.38625
707,2026-03-08_08:43:07.749,-1.017175,0.020496,-0.594567,-13.78125,-6.3175,-0.7175
708,2026-03-08_08:43:07.850,-1.160037,-0.019703,-0.091195,-4.97,-0.805,3.78
709,2026-03-08_08:43:07.952,-0.853634,-0.084485,-0.161101,-14.096251,-6.34375,3.255
710,2026-03-08_08:43:08.054,-0.883768,0.061,-0.105286,-14.2625,0.5775,2.00375
711,2026-03-08_08:43:08.155,-1.038769,0.011346,-0.460306,-24.578751,-4.38375,-3.15
712,2026-03-08_08:43:08.258,-1.066036,-0.130296,-0.085034,-12.20625,-1.8025,-5.11875
713,2026-03-08_08:43:08.360,-1.048834,0.010675,-0.484401,-22.557501,-11.5325,-2.8
714,2026-03-08_08:43:08.462,-1.088545,-0.018788,0.197457,-9.94,-6.1075,4.06
715,2026-03-08_08:43:08.563,-1.009855,0.052155,-0.187697,-24.955,-2.54625,6.88625
716,2026-03-08_08:43:08.664,-0.800564,0.110837,-0.69906,-23.651251,-0.13125,4.69875
717,2026-03-08_08:43:08.766,-1.139419,0.071858,-0.445971,-25.83,2.0825,-0.0175
718,2026-03-08_08:43:08.868,-0.994056,-0.021045,-0.590846,-33.092499,-1.505,-3.07125
719,2026-03-08_08:43:08.971,-1.091229,0.094794,-0.838445,-35.279999,-1.60125,-7.46375
720,2026-03-08_08:43:09.073,-1.008818,-0.003233,-0.343369,-22.504999,-4.64625,-1.75875
721,2026-03-08_08:43:09.174,-1.063108,-0.141398,-0.233752,-26.87125,-3.21125,1.61
722,2026-03-08_08:43:09.276,-0.814228,0.08174,-0.142679,-30.1,0.69125,3.6925
723,2026-03-08_08:43:09.379,-0.976915,0.025193,-0.540155,-32.795002,0.2275,1.1375
724,2026-03-08_08:43:09.481,-1.009245,-0.056486,-0.238449,-24.578751,-2.89625,-4.2875
725,2026-03-08_08:43:09.582,-0.921222,0.115229,-0.387472,-22.469999,-1.82,-4.80375
726,2026-03-08_08:43:09.684,-1.083787,0.004697,-0.420717,-38.82375,-5.5825,-2.94875
727,2026-03-08_08:43:09.786,-1.092388,-0.028914,-0.37454,-24.202499,0.46375,2.19625
728,2026-03-08_08:43:09.888,-0.903288,0.109739,-0.270596,-21.0175,1.5925,1.82875
729,2026-03-08_08:43:09.990,-0.973926,0.037698,-0.048373,-18.908751,0.46375,-1.14625
730,2026-03-08_08:43:10.092,-0.977952,0.078873,-0.230641,-17.071251,-3.73625,-2.905
731,2026-03-08_08:43:10.193,-1.013393,0.04697,0.025925,-15.505,-2.7125,-3.47375
732,2026-03-08_08:43:10.294,-1.035719,0.05368,0.148901,-6.57125,-3.465,-0.84875
733,2026-03-08_08:43:10.397,-1.109163,0.175863,-0.322019,-15.015,-3.70125,-1.4
734,2026-03-08_08:43:10.499,-1.034255,0.072041,0.038186,-13.86875,-2.065,-1.12
735,2026-03-08_08:43:10.600,-0.971974,0.192089,-0.071065,-13.44875,-3.885,0.51625
736,2026-03-08_08:43:10.701,-1.017724,0.145607,-0.145729,-7.9625,-2.80875,2.415
737,2026-03-08_08:43:10.802,-1.093608,0.193004,-0.051972,-1.9425,-2.975,2.19625
738,2026-03-08_08:43:10.904,-0.959042,0.204777,0.078568,-8.7675,-3.08875,-1.39125
739,2026-03-08_08:43:11.007,-1.084763,0.14579,0.102175,-10.28125,-3.43,-1.21625
740,2026-03-08_08:43:11.109,-0.925919,0.187087,0.174338,-13.3,-4.24375,-3.0625
741,2026-03-08_08:43:11.211,-0.665205,0.27572,-0.237778,-8.12,-4.10375,-8.32125
742,2026-03-08_08:43:11.312,-1.042917,0.099064,-0.066978,-4.94375,0.21875,-4.22625
743,2026-03-08_08:43:11.413,-1.225978,0.010309,0.121695,3.57875,-2.3975,2.555
744,2026-03-08_08:43:11.516,-1.091839,0.061488,0.313174,-5.71375,-2.72125,10.73625
745,2026-03-08_08:43:11.618,-1.001742,0.146888,0.091317,-9.35375,-2.0475,3.43
746,2026-03-08_08:43:11.720,-0.978684,0.222345,-0.033245,-1.70625,-2.58125,-3.5525
747,2026-03-08_08:43:11.822,-0.936899,0.25925,-0.150426,-2.23125,-3.5875,-3.75375
748,2026-03-08_08:43:11.923,-1.278133,0.069784,0.427488,11.06875,-1.19875,1.39125
749,2026-03-08_08:43:12.024,-1.162111,0.177998,-0.008296,5.60875,-2.93125,-0.665
750,2026-03-08_08:43:12.126,-1.034743,0.201788,-0.02013,6.50125,-1.82875,-0.53375
751,2026-03-08_08:43:12.228,-0.757315,0.131028,0.054656,1.54,1.72375,-2.73875
752,2026-03-08_08:43:12.331,-1.103185,0.110044,0.099247,4.2175,-1.40875,-5.285
753,2026-03-08_08:43:12.432,-0.873276,0.220271,0.054351,1.225,0.21875,-1.74125
754,2026-03-08_08:43:12.534,-1.195783,0.127063,0.096197,-1.11125,-2.52875,1.225
755,2026-03-08_08:43:12.635,-1.05896,0.172203,-0.069479,-4.5675,-3.64875,-0.13125
756,2026-03-08_08:43:12.737,-0.972584,0.180316,0.118828,8.35625,-1.12875,0.65625
757,2026-03-08_08:43:12.839,-1.124596,0.16714,0.393633,12.25875,-1.995,1.4175
758,2026-03-08_08:43:12.941,-0.997167,0.2562,-0.066612,6.09875,-0.7175,-0.5775
759,2026-03-08_08:43:13.042,-0.932019,0.263154,-0.149023,-11.235,-2.24,1.72375
760,2026-03-08_08:43:13.144,-1.052677,-0.101748,-0.143045,6.23,-1.18125,-5.25875
761,2026-03-08_08:43:13.246,-0.890661,-0.000732,-0.43005,-7.035,-4.8475,-5.8625
762,2026-03-08_08:43:13.348,-0.910608,0.065514,0.040321,3.36875,-2.75625,-0.90125
763,2026-03-08_08:43:13.449,-0.933605,0.060146,-0.237778,-1.58375,-3.675,0.105
764,2026-03-08_08:43:13.551,-1.022604,-0.083204,0.200934,8.18125,0.42875,-0.175
765,2026-03-08_08:43:13.653,-0.893894,-0.080093,0.309087,0.3675,-1.23375,-0.35875
766,2026-03-08_08:43:13.754,-0.918416,0.02501,-0.045933,0.21875,-4.41,-1.54875
767,2026-03-08_08:43:13.856,-0.98027,0.024766,-0.114924,-3.10625,-2.98375,-3.96375
768,2026-03-08_08:43:13.957,-1.059143,-0.147315,-0.128039,6.3875,0.93625,0.9275
769,2026-03-08_08:43:14.058,-0.949221,-0.139385,0.426512,0.83125,-0.65625,2.135
770,2026-03-08_08:43:14.160,-1.102209,-0.125355,-0.018361,2.31875,1.60125,-4.34
771,2026-03-08_08:43:14.261,-0.976732,-0.180255,0.018483,7.58625,-3.115,-1.25125
772,2026-03-08_08:43:14.363,-1.178337,-0.199226,0.235399,2.1875,-2.38,3.19375
773,2026-03-08_08:43:14.464,-1.176751,-0.075335,0.327387,3.85,-1.3475,3.4825
774,2026-03-08_08:43:14.566,-0.90036,-0.119133,0.065758,2.77375,-0.18375,-0.2975
775,2026-03-08_08:43:14.668,-1.025959,-0.100894,-0.284626,-7.5425,-1.5225,-4.45375
776,2026-03-08_08:43:14.769,-0.768417,-0.132797,-0.097905,1.575,-3.08,-6.34375
777,2026-03-08_08:43:14.871,-0.914939,0.026535,-0.439627,-2.835,-4.1825,-2.02125
778,2026-03-08_08:43:14.973,-0.992165,-0.273402,0.084241,-4.43625,-2.065,2.135
779,2026-03-08_08:43:15.075,-0.811483,-0.179645,0.208559,-2.3275,-4.515,-2.24875
780,2026-03-08_08:43:15.176,-0.883829,-0.177632,-0.362462,8.5925,1.54875,-2.38875
781,2026-03-08_08:43:15.278,-1.054019,-0.08723,-0.345138,5.45125,-1.63625,0.91
782,2026-03-08_08:43:15.379,-1.119289,-0.218197,-0.050691,2.38875,-3.08875,0.04375
783,2026-03-08_08:43:15.482,-1.078846,-0.078385,-0.098515,3.10625,-1.365,-1.35625
784,2026-03-08_08:43:15.592,-0.765855,-0.191723,-0.378505,10.14125,-0.6825,-4.52375
785,2026-03-08_08:43:15.694,-1.024739,-0.227713,-0.144875,-1.30375,-2.7475,-2.47625
786,2026-03-08_08:43:15.796,-1.122217,-0.148657,-0.183061,0.5775,-0.28875,2.275
787,2026-03-08_08:43:15.898,-0.995886,-0.255956,-0.17751,-5.39,-6.22125,0.00875
788,2026-03-08_08:43:15.999,-0.955626,-0.251686,0.34953,4.445,-0.35,0.09625
789,2026-03-08_08:43:16.101,-1.102575,-0.251564,-0.140117,1.785,-2.0475,-2.2575
790,2026-03-08_08:43:16.202,-0.887794,-0.305671,0.185562,4.34875,0.98,-2.44125
791,2026-03-08_08:43:16.304,-0.943792,-0.333853,-0.000488,-3.605,-0.49,-0.74375
792,2026-03-08_08:43:16.408,-1.054812,-0.312259,-0.089426,2.5375,-0.13125,0.62125
793,2026-03-08_08:43:16.509,-1.066341,-0.238388,-0.174826,-2.42375,-2.91375,-1.085
794,2026-03-08_08:43:16.610,-0.838445,-0.183488,-0.076616,0.48125,-2.9575,-2.30125
795,2026-03-08_08:43:16.711,-1.40727,-0.422303,0.419802,-21.30625,-5.50375,-1.925
796,2026-03-08_08:43:16.813,-0.608109,0.125965,-0.365939,-6.20375,0.70875,-8.79375
797,2026-03-08_08:43:16.914,-1.287832,-0.127917,-0.661606,-15.47,-3.4825,1.54
798,2026-03-08_08:43:17.016,-1.091229,-0.449143,0.28731,6.5275,-7.56,0.95375
799,2026-03-08_08:43:17.118,-1.067683,-0.345016,-0.63196,-9.9925,0.0875,1.4525
800,2026-03-08_08:43:17.220,-1.091473,-0.09211,-0.569618,0.27125,-0.70875,-0.315
801,2026-03-08_08:43:17.322,-0.821609,-0.136213,0.200812,-2.17,-2.205,-3.42125
802,2026-03-08_08:43:17.423,-1.013271,-0.054473,-0.275842,0.245,-2.8175,-2.625
803,2026-03-08_08:43:17.526,-1.187975,0.056913,-0.314394,0.23625,-2.07375,-2.35375
804,2026-03-08_08:43:17.628,-1.019676,-0.114192,-0.015067,-5.06625,3.99875,-2.7825
805,2026-03-08_08:43:17.729,-0.930189,0.003965,-0.226066,-2.33625,-0.72625,-0.5775
806,2026-03-08_08:43:17.831,-1.096231,-0.166835,-0.2684,-1.9075,-1.6275,-1.23375
807,2026-03-08_08:43:17.932,-1.010709,-0.249978,-0.166774,-11.06875,-2.8875,0.4725
808,2026-03-08_08:43:18.034,-0.942572,-0.147376,-0.189466,-7.11375,-1.37375,1.715
809,2026-03-08_08:43:18.136,-1.040416,-0.235765,-0.079727,-10.29,-2.49375,2.61625
810,2026-03-08_08:43:18.238,-1.079517,-0.187697,-0.186111,-15.86375,-3.0275,-0.76125
811,2026-03-08_08:43:18.340,-0.972767,-0.055205,-0.331718,-12.6525,-3.43,-3.03625
812,2026-03-08_08:43:18.441,-1.019554,-0.08967,-0.452925,-15.12875,-0.67375,-2.63375
813,2026-03-08_08:43:18.543,-0.982405,-0.155489,-0.415776,-17.29875,-1.74125,-2.8175
814,2026-03-08_08:43:18.644,-1.016992,-0.150548,-0.529114,-21.035,-0.97125,-2.485
815,2026-03-08_08:43:18.746,-0.995581,-0.121207,-0.341722,-20.44875,-1.93375,-1.575
816,2026-03-08_08:43:18.847,-1.149301,-0.042456,-0.645136,-22.942499,0.175,-1.14625
817,2026-03-08_08:43:18.949,-0.976854,-0.112423,-0.288957,-24.946251,-1.4525,0.2625
818,2026-03-08_08:43:19.051,-1.143262,-0.070638,-0.397232,-29.251249,0.21875,0.20125
819,2026-03-08_08:43:19.152,-0.925431,-0.1708,-0.138714,-25.9,-4.26125,-1.19875
820,2026-03-08_08:43:19.253,-0.885781,-0.056059,-0.242536,-32.514999,-0.2975,-1.225
821,2026-03-08_08:43:19.355,-0.989359,-0.138836,-0.20252,-36.93375,-0.58625,-0.28
822,2026-03-08_08:43:19.456,-1.251354,-0.061,-0.308904,-31.9375,-8.2425,0.245
823,2026-03-08_08:43:19.558,-1.106418,-0.052216,-0.460733,-38.28125,-9.6425,-1.68
824,2026-03-08_08:43:19.660,-1.043161,-0.093269,-0.428647,-38.31625,-6.39625,-0.49
825,2026-03-08_08:43:19.762,-0.91683,-0.117425,-0.522404,-38.368752,0.55125,2.65125
826,2026-03-08_08:43:19.863,-1.049017,-0.082411,-0.269559,-30.02125,1.19875,4.54125
