s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
1374,2026-03-08_08:44:15.656,-1.062437,-0.126453,-0.002318,0.02625,-3.5525,1.19875
1375,2026-03-08_08:44:15.758,-1.017114,-0.062708,0.058072,1.155,-1.295,2.72125
1376,2026-03-08_08:44:15.861,-0.949892,0.007625,0.039162,1.16375,-2.3975,1.98625
1377,2026-03-08_08:44:15.963,-0.961421,0.069296,0.025864,1.1375,-0.49875,0.8925
1378,2026-03-08_08:44:16.065,-0.997594,0.135115,0.027633,1.09375,-1.12,0.42
1379,2026-03-08_08:44:16.166,-1.016809,0.206912,0.104005,2.58125,-1.30375,0.6825
1380,2026-03-08_08:44:16.269,-0.941779,0.287066,0.047763,3.66625,-1.75875,-0.5775
1381,2026-03-08_08:44:16.371,-0.822829,0.375394,0.104798,1.575,-0.39375,-3.78
1382,2026-03-08_08:44:16.472,-1.062803,0.301462,-0.219905,0.18375,-1.84625,-7.1925
1383,2026-03-08_08:44:16.575,-1.204567,0.152988,0.11102,1.4175,-1.9425,-4.73375
1384,2026-03-08_08:44:16.676,-1.158756,0.192577,-0.009882,-0.28875,-2.485,0.14875
1385,2026-03-08_08:44:16.778,-1.015284,0.176046,0.075762,2.51125,-1.95125,1.015
1386,2026-03-08_08:44:16.880,-0.967765,0.217343,0.019276,-0.735,-1.56625,0.25375
1387,2026-03-08_08:44:16.981,-0.95099,0.118157,0.022631,1.23375,-1.23375,-0.4725
1388,2026-03-08_08:44:17.082,-1.007598,0.145729,0.110349,-0.49875,-2.415,-2.66
1389,2026-03-08_08:44:17.184,-1.048407,0.089914,-0.009394,-0.04375,-1.645,-2.31
1390,2026-03-08_08:44:17.285,-1.030046,0.058133,0.064355,2.10875,-1.21625,-1.3825
1391,2026-03-08_08:44:17.387,-1.057191,-0.137738,0.135969,5.8975,-2.89625,-1.9075
1392,2026-03-08_08:44:17.489,-1.092083,0.354654,0.040321,-0.9975,-1.23375,-11.10375
1393,2026-03-08_08:44:17.590,-1.201822,0.185318,0.013176,3.64,0.805,3.50875
1394,2026-03-08_08:44:17.692,-1.130513,0.07137,-0.035319,-4.3925,-4.375,8.00625
1395,2026-03-08_08:44:17.793,-1.051701,0.179157,0.050081,0.56875,-2.38,4.025
1396,2026-03-08_08:44:17.895,-1.049688,0.111569,0.054351,-0.25375,-4.3575,-1.81125
1397,2026-03-08_08:44:17.996,-0.9516,0.107848,0.063196,-0.385,-1.02375,-2.6775
1398,2026-03-08_08:44:18.097,-0.959042,0.056913,-0.00793,0.175,-0.2275,-0.7
1399,2026-03-08_08:44:18.198,-0.915,0.152073,-0.078202,3.8325,-1.42625,0.385
1400,2026-03-08_08:44:18.300,-1.018639,0.196542,-0.024583,0.0175,-0.91875,-0.21875
1401,2026-03-08_08:44:18.402,-1.04798,0.122854,-0.003233,0.70875,-1.995,-0.6475
1402,2026-03-08_08:44:18.504,-1.040721,0.22326,-0.008723,1.3475,-1.70625,-0.53375
1403,2026-03-08_08:44:18.606,-0.998814,0.204411,0.102419,3.80625,-2.70375,-1.05875
1404,2026-03-08_08:44:18.708,-0.967643,0.24888,0.141154,4.26125,-0.37625,0.46375
1405,2026-03-08_08:44:18.810,-0.942755,0.259433,-0.074054,-2.0125,-1.72375,-0.95375
1406,2026-03-08_08:44:18.913,-0.931897,0.229482,-0.07991,-3.255,-2.21375,-2.87
1407,2026-03-08_08:44:19.014,-1.067622,0.140971,0.286578,7.4725,-2.24,-1.88125
1408,2026-03-08_08:44:19.115,-0.985394,0.168543,0.195017,-0.84,-2.0125,-1.00625
1409,2026-03-08_08:44:19.217,-0.976915,0.192089,0.027572,-0.63,-1.8725,-1.575
1410,2026-03-08_08:44:19.319,-1.051152,0.261324,0.081374,2.1175,-1.89,-0.0875
1411,2026-03-08_08:44:19.421,-1.092815,0.259311,0.0366,2.47625,-2.03,-0.2975
1412,2026-03-08_08:44:19.522,-0.890783,0.238632,-0.169031,0.9275,-2.24875,-1.0675
1413,2026-03-08_08:44:19.624,-1.042673,0.134871,0.487207,8.30375,-2.24,0.2625
1414,2026-03-08_08:44:19.726,-0.908351,0.183854,0.080398,2.205,-1.33,-0.6125
1415,2026-03-08_08:44:19.828,-0.940315,0.157929,0.088084,-1.84625,-3.0975,-2.00375
1416,2026-03-08_08:44:19.930,-0.918172,0.192699,0.028792,2.91375,-1.61875,-0.805
1417,2026-03-08_08:44:20.032,-1.106967,0.166896,0.121085,7.42875,-0.35,0.4375
1418,2026-03-08_08:44:20.133,-1.02236,0.263642,0.06771,-3.42125,-2.03,0.4025
1419,2026-03-08_08:44:20.234,-1.001437,0.202764,-0.344406,5.74875,-0.1575,-0.42
1420,2026-03-08_08:44:20.336,-1.234518,-0.033855,0.105042,18.3575,-0.09625,-3.85875
1421,2026-03-08_08:44:20.439,-0.965447,0.121146,-0.237778,-12.88875,-1.365,-5.7575
1422,2026-03-08_08:44:20.541,-1.19377,0.099064,0.245952,6.1775,-2.58125,-4.1125
1423,2026-03-08_08:44:20.642,-1.161806,0.137616,-0.218746,-6.06375,-1.65375,-0.76125
1424,2026-03-08_08:44:20.743,-1.000705,0.11041,-0.185074,-5.81,-3.82375,0.21
1425,2026-03-08_08:44:20.846,-0.896822,0.065331,0.06466,-7.5775,-1.575,1.32125
1426,2026-03-08_08:44:20.948,-0.878766,-0.067344,0.051911,10.675,-1.32125,-3.38625
1427,2026-03-08_08:44:21.049,-0.758718,-0.080703,0.302621,1.8025,-3.045,-6.7375
1428,2026-03-08_08:44:21.152,-1.084275,-0.289994,0.11895,-0.04375,-0.95375,-2.52
1429,2026-03-08_08:44:21.253,-1.201517,-0.225456,-0.206668,4.8125,-0.46375,0.32375
1430,2026-03-08_08:44:21.354,-0.952454,-0.243024,0.097173,3.7275,-2.30125,-0.91875
1431,2026-03-08_08:44:21.456,-1.092754,-0.198799,-0.122976,1.09375,-1.7325,-0.7175
1432,2026-03-08_08:44:21.558,-1.006317,-0.20252,0.15555,0.42,-0.77875,-3.31625
1433,2026-03-08_08:44:21.659,-0.966789,-0.120963,-0.014762,1.0325,-1.79375,-0.3325
1434,2026-03-08_08:44:21.761,-0.99003,-0.297985,0.146095,7.3325,-1.02375,1.505
1435,2026-03-08_08:44:21.862,-1.004365,-0.372222,0.290909,5.88,-3.0975,-0.035
1436,2026-03-08_08:44:21.963,-1.033462,-0.350384,-0.009394,0.8225,-0.9625,-1.8725
1437,2026-03-08_08:44:22.065,-0.858636,-0.278038,0.031049,5.0925,-3.10625,-3.77125
1438,2026-03-08_08:44:22.167,-0.941596,-0.310368,0.163785,8.35625,0.04375,-0.53375
1439,2026-03-08_08:44:22.268,-0.967399,-0.284748,0.09455,-1.19,-1.26,-0.09625
1440,2026-03-08_08:44:22.370,-1.026813,-0.196847,-0.285785,-6.8075,-0.11375,-0.72625
1441,2026-03-08_08:44:22.472,-1.060729,-0.168482,0.061122,7.35,-1.77625,-1.33
1442,2026-03-08_08:44:22.573,-1.040294,-0.089243,-0.173057,1.1725,-4.82125,-1.04125
1443,2026-03-08_08:44:22.674,-1.029741,-0.3538,0.405284,-8.155,-4.725,-0.595
1444,2026-03-08_08:44:22.776,-1.000583,-0.275537,-0.124684,-6.125,0.28875,-0.46375
1445,2026-03-08_08:44:22.877,-0.964593,-0.243451,0.132309,-2.66875,-3.08,-0.8575
1446,2026-03-08_08:44:22.980,-1.090558,-0.295789,0.211487,1.63625,-0.55125,-0.3675
1447,2026-03-08_08:44:23.084,-0.995581,-0.419497,0.09699,0.42,-4.24375,-2.09125
1448,2026-03-08_08:44:23.185,-1.089765,-0.369233,-0.285053,-4.165,-1.365,-2.625
1449,2026-03-08_08:44:23.287,-0.788608,-0.453596,0.231617,-0.32375,-4.0425,3.54375
1450,2026-03-08_08:44:23.388,-0.886513,-0.486841,-0.026291,0.65625,-1.05875,0.83125
1451,2026-03-08_08:44:23.490,-0.802943,-0.312259,0.118096,0.34125,0.58625,-2.5725
1452,2026-03-08_08:44:23.592,-1.094523,-0.295667,0.082167,1.79375,-3.07125,-4.5675
1453,2026-03-08_08:44:23.693,-1.106113,-0.143289,0.076433,0.32375,-1.70625,-0.4025
1454,2026-03-08_08:44:23.795,-1.162233,-0.057889,0.03233,0.44625,-4.27875,2.66875
1455,2026-03-08_08:44:23.897,-1.027057,-0.000976,-0.137616,-2.835,-0.8925,1.8375
1456,2026-03-08_08:44:23.999,-0.955016,0.05368,-0.076799,-3.64,-0.41125,0.51625
1457,2026-03-08_08:44:24.101,-1.209325,0.08479,-0.268888,1.12,-4.0775,-4.12125
1458,2026-03-08_08:44:24.202,-1.036329,0.002623,0.027267,-0.8575,-1.79375,-8.88125
1459,2026-03-08_08:44:24.304,-0.957944,-0.130296,-0.013237,-4.89125,0.30625,-0.55125
1460,2026-03-08_08:44:24.406,-1.024312,-0.039894,0.014518,1.855,-1.295,6.95625
1461,2026-03-08_08:44:24.508,-1.04859,0.040931,-0.028853,-2.87875,-4.4275,2.1175
1462,2026-03-08_08:44:24.610,-1.009367,-0.030317,0.067283,-4.13875,-1.84625,-3.1325
1463,2026-03-08_08:44:24.713,-1.028704,-0.030866,0.057218,-0.44625,-1.58375,-3.64875
1464,2026-03-08_08:44:24.815,-1.001071,0.030561,-0.028365,-2.975,0.63875,-0.88375
1465,2026-03-08_08:44:24.916,-1.052738,0.048556,-0.056974,-2.07375,-2.065,-0.6475
1466,2026-03-08_08:44:25.018,-1.076589,0.036905,-0.042761,-3.78,-2.17,0.0175
1467,2026-03-08_08:44:25.120,-1.000522,0.054412,0.043005,-3.78,-2.51125,-0.2975
1468,2026-03-08_08:44:25.222,-1.019127,0.171044,-0.167018,-4.01625,-1.79375,0.6825
1469,2026-03-08_08:44:25.323,-1.048529,0.144448,0.052582,-0.32375,-1.995,1.9425
1470,2026-03-08_08:44:25.425,-1.012661,0.253211,0.032635,-4.15625,-0.7875,1.33
1471,2026-03-08_08:44:25.526,-0.982832,0.219173,0.020862,-5.6875,-1.995,0.32375
1472,2026-03-08_08:44:25.628,-1.021994,0.32757,-0.030988,-7.60375,-0.42,0.25375
1473,2026-03-08_08:44:25.730,-1.109895,0.357277,-0.03782,-6.1425,0.11375,0.595
1474,2026-03-08_08:44:25.831,-1.143323,0.406992,-0.306586,-9.54625,-0.315,-0.14
1475,2026-03-08_08:44:25.933,-1.031144,0.312808,-0.146644,-11.27875,-1.7325,-1.40875
1476,2026-03-08_08:44:26.034,-0.963129,0.200324,-0.141215,-11.36625,-2.07375,-3.05375
1477,2026-03-08_08:44:26.136,-1.120997,0.155977,-0.134688,-14.105,1.61875,-1.47875
1478,2026-03-08_08:44:26.239,-1.056032,0.180926,-0.260226,-15.54875,-1.54875,-1.365
1479,2026-03-08_08:44:26.341,-0.967277,0.158661,-0.17812,-17.543751,-1.2775,-1.49625
1480,2026-03-08_08:44:26.443,-0.91988,-0.014457,0.000915,-7.8925,-2.3975,-2.47625
1481,2026-03-08_08:44:26.544,-1.003206,0.110715,-0.140117,-22.3125,-0.98875,-2.52
1482,2026-03-08_08:44:26.646,-1.005402,0.006466,-0.346175,-20.606251,-2.65125,-1.82
1483,2026-03-08_08:44:26.752,-1.061095,0.142557,-0.39711,-26.775,-6.08125,-2.30125
1484,2026-03-08_08:44:26.853,-0.937631,0.057462,-0.457622,-24.815001,0.58625,-0.60375
1485,2026-03-08_08:44:26.954,-0.859673,0.087474,-0.261568,-31.780001,2.89625,-1.5225
1486,2026-03-08_08:44:27.056,-1.191208,0.059231,-0.503433,-29.14625,-0.93625,-0.14875
1487,2026-03-08_08:44:27.158,-0.945927,0.009028,-0.306586,-24.24625,-4.2,-0.7525
1488,2026-03-08_08:44:27.260,-0.944097,0.091988,-0.359412,-28.630001,-2.485,-3.31625
1489,2026-03-08_08:44:27.362,-1.055666,0.016104,-0.1769,-27.4575,0.04375,-2.51125
1490,2026-03-08_08:44:27.463,-0.900299,0.139812,-0.541802,-30.89625,0.23625,-2.93125
1491,2026-03-08_08:44:27.566,-0.856623,0.149389,-0.549,-33.90625,3.675,-5.59125
1492,2026-03-08_08:44:27.667,-1.074088,-0.079178,-0.59597,-29.706249,-2.7475,-6.16
1493,2026-03-08_08:44:27.768,-1.160403,0.111752,-0.645258,-34.833752,2.30125,1.96875
1494,2026-03-08_08:44:27.870,-0.914268,-0.323422,0.03538,-15.4525,-18.112499,6.34375
1495,2026-03-08_08:44:27.971,0.017507,-0.501969,0.640073,-0.07,0.41125,4.2525
1496,2026-03-08_08:44:28.073,-0.587613,-0.177937,-0.101504,-10.99875,2.695,1.11125
1497,2026-03-08_08:44:28.174,-1.250378,-0.146034,-0.226859,-26.2675,4.5325,-7.455
1498,2026-03-08_08:44:28.276,-0.971913,-0.076433,0.050569,-10.49125,-13.93,-11.03375
1499,2026-03-08_08:44:28.378,-1.250988,0.023912,-0.398574,-12.60875,-12.1625,3.17625
1500,2026-03-08_08:44:28.480,-0.809836,-0.241133,0.200873,-10.9375,0.98,3.78875
1501,2026-03-08_08:44:28.582,-0.96807,0.115534,-0.121512,5.705,-0.14,-0.21875
1502,2026-03-08_08:44:28.684,-1.045784,-0.103212,0.087535,4.55,0.02625,-7.65625
1503,2026-03-08_08:44:28.785,-0.994178,-0.222589,-0.388509,-9.31,-3.45625,-12.0575
1504,2026-03-08_08:44:28.887,-1.084885,-0.368013,0.041114,0.74375,-4.76875,-5.17125
1505,2026-03-08_08:44:28.989,-1.132831,-0.353312,-0.073505,2.5025,-1.085,2.94
1506,2026-03-08_08:44:29.090,-1.020713,-0.302987,0.125538,-0.7525,2.1175,3.5175
1507,2026-03-08_08:44:29.191,-1.022787,-0.342088,0.021045,1.37375,1.30375,-0.56875
1508,2026-03-08_08:44:29.293,-0.941413,-0.379359,0.053131,6.5275,-1.365,-2.35375
1509,2026-03-08_08:44:29.396,-0.953308,-0.403759,0.011956,-0.42,-2.70375,-4.6025
1510,2026-03-08_08:44:29.498,-1.001254,-0.420717,-0.061549,0.00875,-2.975,-3.73625
1511,2026-03-08_08:44:29.600,-0.977464,-0.404247,-0.124989,-3.92875,-2.63375,-0.04375
1512,2026-03-08_08:44:29.701,-0.945622,-0.345199,-0.160796,1.54875,-0.88375,-0.16625
1513,2026-03-08_08:44:29.803,-0.981307,-0.437614,0.015067,1.14625,0.35,-1.19
1514,2026-03-08_08:44:29.904,-1.025776,-0.457622,-0.048617,1.5575,-0.84,-1.61875
1515,2026-03-08_08:44:30.006,-1.055178,-0.394487,0.005368,-0.8225,-2.42375,0.21875
1516,2026-03-08_08:44:30.108,-1.01992,-0.310368,-0.04758,-0.32375,-2.82625,0.56
1517,2026-03-08_08:44:30.210,-1.005951,-0.26352,-0.007564,1.07625,-2.8875,0.385
1518,2026-03-08_08:44:30.313,-0.993324,-0.190015,0.002135,1.435,-3.01,-0.5075
1519,2026-03-08_08:44:30.414,-1.003328,-0.209962,0.031354,1.6975,-2.625,-0.35875
1520,2026-03-08_08:44:30.516,-1.039379,-0.317871,0.035929,1.3475,2.6425,1.365
1521,2026-03-08_08:44:30.618,-1.087447,-0.128649,-0.016409,0.21875,4.52375,4.725
1522,2026-03-08_08:44:30.720,-0.928176,-0.015189,-0.17934,1.855,-2.61625,2.38
1523,2026-03-08_08:44:30.822,-1.100501,-0.065819,-0.109251,4.025,-17.893749,-1.96875
1524,2026-03-08_08:44:30.924,-0.937997,0.040809,0.030378,-1.05875,-14.49875,-1.00625
1525,2026-03-08_08:44:31.026,-0.842349,-0.014091,0.402661,-0.3325,-5.36375,-0.49875
1526,2026-03-08_08:44:31.129,-0.852719,0.049532,0.323666,1.14625,14.4025,-2.2575
1527,2026-03-08_08:44:31.230,-1.095865,0.005246,-0.104554,0.4375,12.39875,-3.42125
1528,2026-03-08_08:44:31.333,-1.194563,0.043859,-0.298656,1.05,3.89375,-1.84625
1529,2026-03-08_08:44:31.434,-1.110261,0.07137,-0.159088,-0.5775,-7.8575,-1.12
1530,2026-03-08_08:44:31.536,-1.006866,-0.001281,0.03904,1.2775,-11.99625,-1.575
1531,2026-03-08_08:44:31.638,-0.873581,0.046543,0.151707,1.505,-8.60125,-2.625
1532,2026-03-08_08:44:31.740,-0.973316,0.026718,0.163297,-0.18375,-1.33875,-3.98125
1533,2026-03-08_08:44:31.841,-1.017785,0.032574,0.040565,0.16625,2.9575,-3.54375
1534,2026-03-08_08:44:31.943,-1.175104,-0.019093,-0.020862,0.65625,3.325,-1.40875
1535,2026-03-08_08:44:32.046,-1.176446,-0.018544,-0.047397,1.33875,0.49,2.10875
1536,2026-03-08_08:44:32.148,-1.073722,0.046909,-0.009028,0.2275,-2.49375,4.68125
1537,2026-03-08_08:44:32.249,-0.92781,0.051301,0.190564,-0.74375,2.73875,0.09625
1538,2026-03-08_08:44:32.352,-0.932324,0.110227,0.085278,2.96625,0.1925,-1.9425
1539,2026-03-08_08:44:32.454,-1.005158,0.12993,-0.314638,5.31125,-12.8975,-1.18125
1540,2026-03-08_08:44:32.555,-0.886818,0.238205,-0.063562,-1.54875,-13.90375,-2.485
1541,2026-03-08_08:44:32.657,-0.960994,0.12078,0.510875,-2.73,0.7,3.43875
1542,2026-03-08_08:44:32.759,-1.136186,0.117791,0.216184,0.44625,7.1575,1.75875
1543,2026-03-08_08:44:32.861,-1.226039,0.224236,-0.231678,2.58125,5.495,0.2275
1544,2026-03-08_08:44:32.962,-1.041331,0.146583,-0.168116,-0.735,-6.125,2.59
1545,2026-03-08_08:44:33.063,-1.005585,0.186355,0.058194,-0.46375,-8.95125,3.36
1546,2026-03-08_08:44:33.166,-0.865224,0.154269,0.164395,-0.5425,-3.57875,-4.935
1547,2026-03-08_08:44:33.268,-1.07299,0.120658,0.073688,0.56875,5.24125,-10.10625
1548,2026-03-08_08:44:33.370,-0.926773,0.09943,0.087596,1.39125,3.22,-4.59375
1549,2026-03-08_08:44:33.472,-0.951173,0.169153,0.036417,-0.4375,4.3225,2.68625
1550,2026-03-08_08:44:33.573,-1.137589,0.184769,-0.107421,-1.505,-2.23125,3.815
1551,2026-03-08_08:44:33.675,-1.212009,0.085827,-0.076067,1.96875,-4.48875,0.23625
1552,2026-03-08_08:44:33.779,-0.979294,0.065087,0.005429,3.73625,-11.235,-1.88125
1553,2026-03-08_08:44:33.881,-0.938363,0.166408,0.166896,-1.21625,-4.55875,-0.5075
1554,2026-03-08_08:44:33.983,-1.004609,0.172142,0.005368,-3.29875,0.735,0.98875
1555,2026-03-08_08:44:34.090,-1.026386,0.182512,0.005795,-0.665,7.16625,3.63125
1556,2026-03-08_08:44:34.192,-1.10776,0.149999,-0.109556,-3.255,1.4,-0.51625
1557,2026-03-08_08:44:34.294,-1.034011,0.015616,-0.1464,1.44375,-7,-5.5125
1558,2026-03-08_08:44:34.395,-0.995459,0.03965,0.059597,0.2625,-8.365,-5.45125
1559,2026-03-08_08:44:34.497,-1.01443,0.089243,0.178791,0.4725,-1.26,-2.45
1560,2026-03-08_08:44:34.599,-1.016077,0.138592,0.003782,-7.70875,3.1675,0.7175
1561,2026-03-08_08:44:34.701,-1.039684,0.124989,-0.097295,-1.11125,2.8175,1.11125
1562,2026-03-08_08:44:34.802,-1.136613,0.016775,-0.053131,3.14125,-6.11625,0.13125
1563,2026-03-08_08:44:34.904,-0.978562,0.019032,-0.080459,-0.595,-6.29125,-0.28
1564,2026-03-08_08:44:35.006,-0.910181,0.010065,0.074542,-3.9725,-3.0275,-1.3475
1565,2026-03-08_08:44:35.108,-0.953735,0.012383,0.034892,-3.21125,1.28625,-1.9075
1566,2026-03-08_08:44:35.210,-1.028399,-0.024095,-0.110715,-0.28875,-3.42125,-2.38
1567,2026-03-08_08:44:35.312,-1.101599,-0.096868,-0.027084,3.045,-3.0975,-4.6725
1568,2026-03-08_08:44:35.414,-0.987773,-0.105652,-0.094489,-1.3475,-4.4625,-3.29
1569,2026-03-08_08:44:35.517,-0.955565,-0.160552,0.051972,-3.52625,-1.33,-1.39125
1570,2026-03-08_08:44:35.618,-1.038098,-0.174033,-0.065331,-1.09375,-0.105,-0.81375
1571,2026-03-08_08:44:35.720,-0.941962,-0.229909,-0.072956,7.105,1.715,-0.32375
1572,2026-03-08_08:44:35.821,-1.052616,-0.211731,-0.113155,-3.75375,-2.44125,-2.70375
1573,2026-03-08_08:44:35.922,-0.806481,-0.244976,0.2379,5.11875,-3.42125,-1.9775
1574,2026-03-08_08:44:36.024,-0.884073,-0.214842,-0.005795,3.33375,-6.81625,-4.24375
1575,2026-03-08_08:44:36.125,-1.077565,-0.256261,-0.059841,2.66875,-1.09375,-4.41
1576,2026-03-08_08:44:36.227,-1.022482,-0.237107,0.100955,-6.8425,1.11125,-1.26
1577,2026-03-08_08:44:36.329,-1.105198,-0.234911,-0.10858,0.51625,3.28125,1.11125
1578,2026-03-08_08:44:36.430,-1.062986,-0.313601,0.017202,3.68375,-0.595,1.67125
1579,2026-03-08_08:44:36.532,-0.900482,-0.23302,0.086681,-0.0875,-4.19125,1.7325
1580,2026-03-08_08:44:36.634,-0.893467,-0.230336,0.017385,-3.31625,-5.53,2.26625
1581,2026-03-08_08:44:36.735,-0.971364,-0.218746,0.074969,1.645,-2.26625,2.72125
1582,2026-03-08_08:44:36.837,-1.05896,-0.235582,0.066917,-1.1375,-1.4,-1.46125
1583,2026-03-08_08:44:36.938,-1.124352,-0.256383,0.051484,-0.16625,1.11125,-4.305
1584,2026-03-08_08:44:37.040,-0.953735,-0.236436,-0.066795,-1.5225,-0.56,-1.74125
1585,2026-03-08_08:44:37.143,-1.006256,-0.216977,-0.046665,-3.05375,-1.645,1.435
1586,2026-03-08_08:44:37.245,-1.006683,-0.19642,0.012322,2.6775,-1.56625,0.62125
1587,2026-03-08_08:44:37.347,-1.04859,-0.183,0.017995,2.79125,-0.95375,-2.2575
1588,2026-03-08_08:44:37.449,-0.99918,-0.160247,-0.036356,0.51625,-0.18375,-1.19
1589,2026-03-08_08:44:37.551,-1.009123,-0.103639,-0.039833,0.14875,-1.28625,0.65625
1590,2026-03-08_08:44:37.653,-1.018578,-0.023546,-0.059719,1.33875,-1.88125,0.735
1591,2026-03-08_08:44:37.755,-1.005707,-0.022204,-0.054595,0.28875,-2.345,-0.49
1592,2026-03-08_08:44:37.856,-1.034865,0.000976,0.003111,1.54875,-2.30125,-0.30625
1593,2026-03-08_08:44:37.958,-0.981368,0.032635,-0.046482,-0.65625,-2.12625,-0.07
1594,2026-03-08_08:44:38.059,-1.077382,-0.025315,0.019459,0.4025,-1.14625,-0.25375
1595,2026-03-08_08:44:38.161,-1.057618,-0.134383,0.036051,-0.0875,2.65125,0.79625
1596,2026-03-08_08:44:38.263,-1.21817,-0.164761,0.000122,0.56875,4.22625,4.1825
1597,2026-03-08_08:44:38.364,-0.987956,0.039406,-0.215879,1.37375,-6.09,6.23875
1598,2026-03-08_08:44:38.466,-0.783606,0.152012,-0.153598,-1.37375,-11.52375,0.4375
1599,2026-03-08_08:44:38.568,-0.545157,0.093269,0.104188,-0.95375,-12.4425,-9.12625
1600,2026-03-08_08:44:38.670,-0.972035,-0.032757,0.460489,3.22,3.0625,-12.48625
1601,2026-03-08_08:44:38.771,-1.222379,-0.039955,0.084241,0.48125,9.6425,-7.7175
1602,2026-03-08_08:44:38.873,-1.484984,-0.006649,-0.183244,-1.5225,7.30625,1.4525
1603,2026-03-08_08:44:38.974,-1.095011,0.001708,-0.167506,0.60375,-3.78,4.97
1604,2026-03-08_08:44:39.076,-0.94855,0.022265,-0.089304,0.49,-9.45875,2.42375
1605,2026-03-08_08:44:39.178,-0.777201,0.017263,0.110349,0.14875,-6.81625,-1.44375
1606,2026-03-08_08:44:39.280,-0.95587,-0.025742,0.116144,0.46375,-1.60125,-2.73875
1607,2026-03-08_08:44:39.382,-1.075735,-0.024034,-0.017385,1.12,0.1575,-2.03
1608,2026-03-08_08:44:39.484,-1.089887,0.025254,-0.092049,0.20125,-0.51625,0.09625
1609,2026-03-08_08:44:39.586,-1.040416,-0.007076,-0.018971,0.69125,-3.05375,0.385
1610,2026-03-08_08:44:39.689,-1.007598,0.011224,-0.000427,0.1225,-3.12375,-0.1925
1611,2026-03-08_08:44:39.791,-0.997716,0.042639,0.015067,0.93625,-2.35375,-0.84
1612,2026-03-08_08:44:39.892,-0.970693,-0.025925,0.089792,-0.14,1.49625,-3.84125
1613,2026-03-08_08:44:39.995,-1.151131,-0.070882,0.01708,2.19625,1.42625,-10.03625
1614,2026-03-08_08:44:40.096,-1.060668,0.047092,-0.09699,3.42125,-1.6275,-7.7525
1615,2026-03-08_08:44:40.198,-0.953857,0.133163,-0.268339,-1.54875,-10.395,8.74125
1616,2026-03-08_08:44:40.299,-0.874374,0.192882,0.245037,-0.60375,-3.675,19.95875
1617,2026-03-08_08:44:40.402,-1.023702,0.266143,0.084363,0.49,1.785,8.0675
1618,2026-03-08_08:44:40.504,-1.150277,0.359046,-0.090219,-1.47875,1.3475,-7.56875
1619,2026-03-08_08:44:40.605,-0.98637,0.279807,-0.121024,-0.35875,-0.97125,-9.19625
1620,2026-03-08_08:44:40.707,-1.013332,0.237046,0.049166,0.7175,-3.5875,-3.43
1621,2026-03-08_08:44:40.809,-0.952515,0.259616,0.023973,-0.21,-4.64625,0.42875
1622,2026-03-08_08:44:40.911,-0.965447,0.244915,0.119255,-3.36,-2.4675,-0.3675
1623,2026-03-08_08:44:41.012,-0.994361,0.208559,-0.025132,-0.245,-0.1575,-0.49875
1624,2026-03-08_08:44:41.114,-1.000949,0.223199,-0.080398,-0.7,-0.77,-1.89
1625,2026-03-08_08:44:41.215,-1.099342,0.253577,-0.149145,-0.14875,-1.0675,-2.1525
1626,2026-03-08_08:44:41.317,-0.986126,0.195566,0.008723,-1.26875,-1.37375,-1.4
1627,2026-03-08_08:44:41.419,-1.086898,0.188795,0.01159,-0.30625,-2.00375,-0.55125
1628,2026-03-08_08:44:41.521,-1.038403,0.262971,-0.208376,-5.985,-1.12875,-0.2975
1629,2026-03-08_08:44:41.622,-0.916525,0.175863,-0.034404,-3.64875,-1.89,-2.05625
1630,2026-03-08_08:44:41.724,-1.053775,0.214537,-0.059109,-2.42375,-0.7,-0.07
1631,2026-03-08_08:44:41.826,-1.080859,0.233691,0.013176,-3.99,1.25125,-0.00875
1632,2026-03-08_08:44:41.927,-0.995825,0.259311,-0.176717,-6.23,-3.5875,-1.09375
1633,2026-03-08_08:44:42.029,-1.044808,0.270657,-0.02379,-4.2875,-2.59,0.3325
1634,2026-03-08_08:44:42.131,-1.05774,0.287554,-0.098637,-2.51125,-0.91875,-0.77
1635,2026-03-08_08:44:42.233,-0.978501,0.279075,-0.021655,-6.685,0.8575,-1.4875
1636,2026-03-08_08:44:42.334,-0.985638,0.247355,0.024461,-1.6625,-1.91625,-1.82875
1637,2026-03-08_08:44:42.436,-0.990823,0.080337,0.133407,-2.00375,-2.94875,-2.4325
1638,2026-03-08_08:44:42.538,-1.022177,0.152073,0.05734,-2.87875,-3.75375,-0.385
1639,2026-03-08_08:44:42.640,-1.004792,0.158783,0.152195,0.55125,-2.905,0.00875
1640,2026-03-08_08:44:42.741,-0.933788,0.333853,-0.135481,-5.92375,-3.96375,-0.49875
1641,2026-03-08_08:44:42.843,-1.053653,0.280356,-0.257725,-12.18,-1.95125,-2.03
1642,2026-03-08_08:44:42.945,-1.034072,0.169946,0.057157,6.1775,-2.10875,-1.84625
1643,2026-03-08_08:44:43.046,-0.882853,0.160796,-0.026779,-5.0225,-2.975,-3.07125
1644,2026-03-08_08:44:43.147,-1.104527,0.246562,-0.118401,3.35125,-0.93625,0.525
1645,2026-03-08_08:44:43.249,-0.987041,0.151463,-0.20618,3.19375,-2.31875,-0.245
1646,2026-03-08_08:44:43.350,-1.344684,0.200751,0.040504,2.6075,-0.5425,0.21
